Word,POS Tag,Frekuensi
pakek,NOUN,2
palsu,NOUN,2
vitri,NOUN,2
jela,ADJ,2
hmmm,X,2
aktip,ADJ,2
hihihi,NOUN,2
hihihi,X,2
jesica,PROPN,2
aktiv,ADJ,2
via,VERB,2
pilih,X,2
pingin,VERB,2
dab,VERB,2
vidcall,PROPN,2
al,NOUN,2
videocall,PROPN,2
vidio,X,2
vidiocall,PROPN,2
vina,NOUN,2
vira,PROPN,2
jgan,X,2
jgn,VERB,2
jim,PROPN,2
alfa,PROPN,2
chat,X,2
orgnya,NOUN,2
jng,NOUN,2
helpfull,X,2
hi,INTJ,2
verivikasi,ADJ,2
valid,NOUN,2
vcall,X,2
hatur,ADJ,2
hebat,NOUN,2
verif,ADJ,2
alhmdulil,PROPN,2
alias,ADV,2
alih,NOUN,2
joseph,NOUN,2
joseph,PROPN,2
joss,X,2
josss,PROPN,2
jossss,X,2
pkok,X,2
cepett,NOUN,2
cept,ADJ,2
online,NOUN,2
daftar,VERB,2
daftr,NOUN,2
urgent,PROPN,2
usa,NOUN,2
usa,VERB,2
untk,X,2
always,X,2
harap,ADJ,2
harap,X,2
olh,ADP,2
olh,NOUN,2
cetak,NOUN,2
playstore,PROPN,2
pnya,PRON,2
poko,VERB,2
pokok,PROPN,2
otp,PROPN,2
amanah,PROPN,2
amanda,VERB,2
unistall,X,2
handle,PROPN,2
juni,PROPN,2
juta,NUM,2
amir,PROPN,2
ampe,NOUN,2
ampe,PROPN,2
halang,NOUN,2
halang,VERB,2
hamble,NOUN,2
cepet,ADV,2
cepet,PROPN,2
damping,NOUN,2
damping,VERB,2
nyicil,NOUN,2
okey,PROPN,2
kartu,PROPN,2
anang,PROPN,2
ui,ADV,2
ui,NOUN,2
ulas,X,2
un,X,2
amin,PROPN,2
aminnn,X,2
cegah,NOUN,2
cekik,NOUN,2
cell,NOUN,2
anang,NOUN,2
kasih,VERB,2
hafidz,NOUN,2
hafiz,X,2
hah,PART,2
haha,PROPN,2
kapok,VERB,2
kejar,NOUN,2
kejar,VERB,2
tunjuk,X,2
andika,NOUN,2
andika,X,2
turunin,NOUN,2
tutup,X,2
ucap,NOUN,2
ampun,VERB,2
nutup,X,2
android,PROPN,2
ane,X,2
aneh,VERB,2
hadehh,NOUN,2
hadehh,X,2
kece,X,2
keep,PROPN,2
anjur,NOUN,2
anjur,VERB,2
tuh,NOUN,2
gx,PROPN,2
habis,ADV,2
habis,NOUN,2
ccnya,X,2
nunggu,X,2
dbantu,NOUN,2
prnh,NOUN,2
ttp,VERB,2
ken,DET,2
kepake,VERB,2
kepake,X,2
tu,VERB,2
tu,X,2
kereen,PROPN,2
kereenn,NOUN,2
kereenn,PROPN,2
keren,X,2
trutama,X,2
annual,X,2
prtama,VERB,2
prtma,NOUN,2
prtma,PROPN,2
puas,X,2
ntar,VERB,2
nuhun,NOUN,2
nuhun,PROPN,2
anthony,NOUN,2
grogi,NOUN,2
gtu,NOUN,2
gtu,PROPN,2
trim,X,2
trimkasih,VERB,2
gunain,NOUN,2
ketemu,NOUN,2
ketik,NOUN,2
ketik,VERB,2
cari,NOUN,2
nnti,PROPN,2
nominal,ADJ,2
nungguin,VERB,2
ap,PROPN,2
apalgi,ADV,2
goodjob,PROPN,2
goodluck,NOUN,2
gmpang,NOUN,2
tober,X,2
tolak,X,2
aplly,X,2
topup,VERB,2
total,ADJ,2
total,ADV,2
applikasi,PROPN,2
qr,X,2
qris,ADJ,2
qris,PROPN,2
qris,X,2
canter,PROPN,2
capek,ADJ,2
nnt,PROPN,2
debit,PROPN,2
gokil,PROPN,2
kmaren,NOUN,2
gimana,PART,2
kirain,VERB,2
dech,PROPN,2
rahma,PROPN,2
nie,X,2
nihh,NOUN,2
nipu,NOUN,2
nipu,X,2
tlah,PROPN,2
tlg,VERB,2
tlng,X,2
tmn,NOUN,2
tnpa,X,2
aply,NOUN,2
time,X,2
gercep,X,2
gi,NOUN,2
gi,VERB,2
ramahh,ADJ,2
ramahh,X,2
ramahhh,X,2
ngumpulin,X,2
tidur,NOUN,2
tija,NOUN,2
gausah,NOUN,2
gede,PROPN,2
kontak,VERB,2
kris,PROPN,2
krna,ADV,2
aprove,X,2
aprovenya,NOUN,2
ganteng,X,2
gajelas,PROPN,2
thnx,NOUN,2
kumpul,VERB,2
calling,X,2
cancel,X,2
canter,NOUN,2
ray,NOUN,2
ramah,VERB,2
thaks,NOUN,2
ardiansyah,PROPN,2
thanx,NOUN,2
krena,ADV,2
tetap,VERB,2
tf,NOUN,2
gaada,VERB,2
gabisa,PROPN,2
gabung,X,2
kya,DET,2
kyc,PROPN,2
tetap,ADV,2
aru,ADJ,2
ngobrol,NOUN,2
ray,PROPN,2
cakap,NOUN,2
ngebantu,NOUN,2
ngebantu,PROPN,2
aru,NOUN,2
as,NOUN,2
la,PROPN,2
laen,NOUN,2
terimankasih,VERB,2
terimkasih,NOUN,2
follow,X,2
terimaa,VERB,2
terimakaaih,VERB,2
terimaksi,NOUN,2
arif,X,2
arifin,X,2
arti,NOUN,2
lansung,ADV,2
ngiklan,VERB,2
refund,PROPN,2
refund,X,2
ter,X,2
terang,VERB,2
terbaikkk,VERB,2
terikasih,NOUN,2
terimaa,NOUN,2
lang,NOUN,2
flexible,NOUN,2
fokus,NOUN,2
asmi,PROPN,2
ngalamin,VERB,2
ngalamin,X,2
ngarahin,VERB,2
ngarahin,X,2
ngasi,VERB,2
ngasi,X,2
depan,ADP,2
ngetes,NOUN,2
astaga,VERB,2
langgar,NOUN,2
lansung,ADJ,2
at,X,2
temen,X,2
laporin,VERB,2
attitude,PROPN,2
nge,X,2
byk,VERB,2
nga,PROPN,2
ngaco,NOUN,2
ngaco,X,2
ngakak,NOUN,2
atuh,X,2
tele,X,2
first,X,2
layananya,NOUN,2
layanin,X,2
lekas,ADJ,2
lh,X,2
tdi,X,2
teimakasih,PROPN,2
lelet,ADJ,2
atta,PROPN,2
rekomended,PROPN,2
next,NOUN,2
next,PROPN,2
nfc,X,2
ng,NOUN,2
ng,X,2
nga,INTJ,2
desi,X,2
desy,X,2
aya,NOUN,2
ayo,ADV,2
lgsung,VERB,2
tanya,NOUN,2
fatan,X,2
fathan,X,2
febby,NOUN,2
febi,X,2
tau,NOUN,2
detail,VERB,2
respect,NOUN,2
but,X,2
bwt,PROPN,2
by,NOUN,2
byar,VERB,2
respond,X,2
response,X,2
tampa,NOUN,2
tampa,VERB,2
like,X,2
lilit,VERB,2
limid,ADJ,2
retail,ADJ,2
retail,NOUN,2
detal,NOUN,2
netty,X,2
retas,NOUN,2
retas,VERB,2
taik,NOUN,2
baca,X,2
back,NOUN,2
bada,NOUN,2
bada,VERB,2
limited,X,2
limitx,NOUN,2
bagaimna,ADV,2
bagaimna,NOUN,2
bagu,ADJ,2
lngsng,PROPN,2
burhan,VERB,2
ndak,NOUN,2
details,NOUN,2
reza,X,2
syukur,VERB,2
ta,PROPN,2
love,NOUN,2
faham,ADJ,2
fahri,X,2
suskes,PROPN,2
swafoto,PROPN,2
syaa,PRON,2
syaa,PROPN,2
syaeful,NOUN,2
suport,NOUN,2
ribeut,ADJ,2
ribeut,VERB,2
nb,X,2
dewan,PROPN,2
dftar,PROPN,2
dftr,PROPN,2
dgan,ADP,2
burhan,PROPN,2
bagusss,ADJ,2
fair,NOUN,2
lsng,NOUN,2
luar,NOUN,2
baharu,VERB,2
macet,VERB,2
sudh,PROPN,2
balas,NOUN,2
bandal,NOUN,2
euy,X,2
face,NOUN,2
face,X,2
sumpah,VERB,2
sungguh,VERB,2
ridho,PROPN,2
nang,NOUN,2
nang,VERB,2
nanya,DET,2
sudh,ADV,2
ma,PROPN,2
maa,NOUN,2
maa,PROPN,2
macem,NOUN,2
ringgo,PROPN,2
risky,X,2
bt,X,2
buat,SCONJ,2
riva,NOUN,2
riva,PROPN,2
rizki,PROPN,2
rmah,NOUN,2
sucses,ADJ,2
suda,ADJ,2
mah,PART,2
error,ADJ,2
ety,PROPN,2
euy,PROPN,2
suda,PROPN,2
bangett,VERB,2
maklum,X,2
dh,NOUN,2
dh,PROPN,2
diacc,X,2
rooted,PROPN,2
rooted,X,2
nb,NOUN,2
stay,X,2
step,X,2
stiap,DET,2
stuck,X,2
stujui,NOUN,2
specialis,ADJ,2
specialis,NOUN,2
specialis,PROPN,2
specialis,X,2
sperti,VERB,2
makas,VERB,2
makasihh,X,2
make,PROPN,2
maklum,VERB,2
bravo,X,2
bro,PROPN,2
brp,PROPN,2
brp,X,2
mulu,VERB,2
mz,X,2
banyakin,VERB,2
banyakin,X,2
bareng,NOUN,2
bareng,VERB,2
barokah,ADJ,2
maksa,X,2
maksh,NOUN,2
enjoy,ADJ,2
erik,X,2
nabung,X,2
bsa,ADV,2
saangat,ADJ,2
saangat,NOUN,2
sadar,ADP,2
safety,X,2
rudi,NOUN,2
soni,X,2
sonny,X,2
sopan,NOUN,2
sopan,PROPN,2
emng,NOUN,2
muhtar,PROPN,2
saing,VERB,2
saipul,X,2
sngat,PROPN,2
malu,ADJ,2
mamo,NOUN,2
management,X,2
so,PROPN,2
smooth,NOUN,2
smpai,ADV,2
batu,VERB,2
bawa,NOUN,2
bayang,VERB,2
bbrapa,NOUN,2
bbrapa,X,2
ekky,X,2
snagat,NOUN,2
sales,PROPN,2
sales,X,2
salut,ADJ,2
dija,X,2
diksh,NOUN,2
boong,VERB,2
smg,X,2
smkin,NOUN,2
smkin,X,2
mantaap,ADJ,2
mantaap,VERB,2
mantaapp,X,2
mantaappp,PROPN,2
eggi,PROPN,2
bbrpa,X,2
because,NOUN,2
sambung,X,2
sambut,NOUN,2
mudahh,NOUN,2
sampa,ADP,2
sampa,VERB,2
mantaf,NOUN,2
mantapp,ADJ,2
mantapp,VERB,2
mantappp,NOUN,2
sja,NOUN,2
sja,X,2
bego,X,2
skg,X,2
skrng,X,2
slah,VERB,2
sampek,VERB,2
sanagat,PROPN,2
msuk,NOUN,2
muas,X,2
mubarak,PROPN,2
bosan,NOUN,2
sj,X,2
mantapppp,ADJ,2
mantul,ADJ,2
beres,NOUN,2
manual,ADJ,2
edan,PROPN,2
edit,VERB,2
edit,X,2
eeh,NOUN,2
benah,NOUN,2
bocor,VERB,2
bodoh,NOUN,2
bodong,VERB,2
mohon,ADV,2
mr,X,2
mski,NOUN,2
mski,X,2
sanget,VERB,2
mari,PART,2
mario,PROPN,2
markotop,X,2
masukin,X,2
sii,VERB,2
silah,X,2
beneran,ADV,2
siang,ADJ,2
mati,NOUN,2
maxi,ADJ,2
maxie,NOUN,2
sich,NOUN,2
bnr,NOUN,2
bntu,VERB,2
bnyk,PROPN,2
sangt,X,2
dukung,X,2
shoppe,NOUN,2
shoppe,X,2
services,PROPN,2
bestt,PROPN,2
mayan,X,2
mbaa,NOUN,2
mdhan,X,2
sesal,X,2
sesimple,NOUN,2
mncoba,NOUN,2
mncoba,VERB,2
dj,NOUN,2
dlam,ADJ,2
dngn,ADP,2
miss,PROPN,2
sangkut,VERB,2
me,PROPN,2
me,X,2
medsos,PROPN,2
bgttt,PROPN,2
seribet,VERB,2
sengaja,ADJ,2
senin,PROPN,2
dtolak,X,2
seribet,ADJ,2
bgitu,X,2
mlh,NOUN,2
bner,PROPN,2
bng,NOUN,2
bng,X,2
bnget,PROPN,2
sbg,X,2
scan,VERB,2
semiga,ADV,2
dsetujui,NOUN,2
dsetujui,VERB,2
mending,ADV,2
semu,VERB,2
dpet,VERB,2
sdah,ADP,2
minta,NOUN,2
minum,VERB,2
minus,ADJ,2
dng,ADP,2
dng,ADV,2
milik,VERB,2
mery,X,2
selang,NOUN,2
semalem,NOUN,2
semalem,VERB,2
semalem,X,2
sembarang,NOUN,2
bgus,ADJ,2
sekala,NOUN,2
sekses,ADJ,2
sekses,NOUN,2
mf,PROPN,2
mf,X,2
mgkin,X,2
mh,NOUN,2
mh,X,2
midah,ADJ,2
mimin,PROPN,2
minjem,VERB,2
sdr,X,2
blg,X,2
sdri,PROPN,2
donload,VERB,2
donwload,NOUN,2
segitu,X,2
seh,NOUN,2
mimin,NOUN,2
zen,NOUN,2
zin,X,2
cpt,PROPN,2
creadit,PROPN,2
creditcard,PROPN,2
indomaret,X,2
install,X,2
adm,PROPN,2
yosef,X,2
youtube,NOUN,2
youtube,PROPN,2
yth,PROPN,2
zie,PROPN,2
aamiin,PRON,1
zy,X,1
costumer,VERB,1
coustamer,PROPN,1
cpat,ADJ,1
cpat,X,1
pengin,ADV,1
pengin,NOUN,1
penjelasanx,PROPN,1
penjelasanx,X,1
informative,NOUN,1
yoga,PROPN,1
yonet,NOUN,1
adit,PROPN,1
adit,VERB,1
instant,NOUN,1
instant,PROPN,1
instant,X,1
sebar,NOUN,1
sebentar,ADJ,1
secure,PROPN,1
score,PROPN,1
bilang,NOUN,1
bilang,X,1
bimbing,PROPN,1
bismilah,NOUN,1
bismilah,PROPN,1
done,X,1
donk,PROPN,1
donwload,ADJ,1
donwload,VERB,1
dngn,ADV,1
segitu,ADJ,1
abang,VERB,1
semiga,ADP,1
sehat,NOUN,1
sekian,NOUN,1
micheal,PROPN,1
michele,NOUN,1
midah,VERB,1
downlod,PROPN,1
downlod,X,1
sedia,NOUN,1
minimal,NOUN,1
sdah,NOUN,1
blacklist,VERB,1
blg,NOUN,1
blg,VERB,1
sebab,ADP,1
sebab,SCONJ,1
score,X,1
scr,X,1
dn,PART,1
dng,PART,1
dng,PROPN,1
do,PROPN,1
doang,VERB,1
milenial,NOUN,1
mksdnya,NOUN,1
mf,NOUN,1
selagi,SCONJ,1
selamat,VERB,1
selfi,VERB,1
bilamana,X,1
sembunyi,NOUN,1
semenjak,SCONJ,1
bner,X,1
sbg,VERB,1
sbgai,VERB,1
sc,X,1
scan,ADJ,1
santai,NOUN,1
biarpun,SCONJ,1
semiga,NOUN,1
dri,VERB,1
dsn,X,1
dsuruh,ADP,1
melulu,VERB,1
meng,SCONJ,1
double,VERB,1
semogaa,VERB,1
semu,DET,1
seru,VERB,1
sengaja,NOUN,1
senin,ADJ,1
senyum,PROPN,1
dsuruh,X,1
dtang,NOUN,1
dtg,PROPN,1
duit,X,1
dukcapil,VERB,1
dpn,PROPN,1
serba,ADJ,1
serba,VERB,1
bgus,VERB,1
mmbantu,NOUN,1
sayah,PROPN,1
sayang,X,1
mnding,NOUN,1
mngerti,NOUN,1
dj,PROPN,1
dj,VERB,1
dll,CCONJ,1
dlu,PROPN,1
dngan,ADV,1
bgmn,X,1
bgtt,NOUN,1
bgttt,NOUN,1
mdhn,PROPN,1
me,NOUN,1
mebantu,ADJ,1
medsos,X,1
mega,X,1
bgttt,X,1
easy,NOUN,1
maxsi,PROPN,1
sgtu,PROPN,1
sh,NOUN,1
servis,PROPN,1
bgd,NOUN,1
mbaa,PROPN,1
mbaa,X,1
mbanking,X,1
mbantu,NOUN,1
mbanya,NOUN,1
bgd,PROPN,1
bget,VERB,1
bgmn,PROPN,1
satset,ADJ,1
saudari,PROPN,1
mnt,VERB,1
mnt,X,1
mntap,NOUN,1
mobile,NOUN,1
dio,X,1
dipake,X,1
bnyk,PRON,1
bocor,NOUN,1
setujuin,X,1
sevice,X,1
maxim,X,1
duli,ADV,1
duluan,ADV,1
duper,ADJ,1
dwi,NOUN,1
dwi,X,1
sia,ADV,1
siaga,ADJ,1
siaga,VERB,1
mau,AUX,1
max,NOUN,1
max,PROPN,1
max,X,1
maxi,VERB,1
maxim,NOUN,1
sibuk,NOUN,1
berkah,ADJ,1
setujuin,ADJ,1
sangt,ADV,1
bni,VERB,1
bnr,VERB,1
dmn,X,1
bolak,VERB,1
bolak,X,1
ditail,NOUN,1
mrmbantu,NOUN,1
msih,ADV,1
msih,VERB,1
sangatt,NOUN,1
sampek,ADV,1
besok,VERB,1
sigap,VERB,1
maret,PROPN,1
mari,ADV,1
mari,INTJ,1
mari,VERB,1
mass,X,1
silah,PART,1
mantappppp,X,1
manteb,PROPN,1
manteb,X,1
mantep,NOUN,1
mantull,NOUN,1
mantulll,ADJ,1
berat,NOUN,1
beri,NOUN,1
manual,X,1
edc,X,1
edukasi,PROPN,1
eeeh,NOUN,1
belnja,VERB,1
benah,ADJ,1
benah,VERB,1
berkat,NOUN,1
sanagat,ADJ,1
sanagat,ADV,1
sanagt,X,1
muantap,VERB,1
mubarak,ADJ,1
dilla,X,1
dinda,X,1
mubarok,VERB,1
sanga,ADV,1
sangaat,X,1
sip,VERB,1
sipp,ADJ,1
sis,X,1
sj,PROPN,1
mantappp,VERB,1
mantapppp,NOUN,1
mantaf,PROPN,1
mantaf,VERB,1
mantap,VERB,1
mantap,X,1
slh,VERB,1
skali,ADV,1
skali,X,1
skarang,ADV,1
skarang,NOUN,1
belibet,NOUN,1
belibet,X,1
skip,X,1
skli,VERB,1
skli,X,1
skrang,X,1
bener,INTJ,1
bosen,PROPN,1
bp,X,1
muchtar,X,1
mud,PROPN,1
mudahh,ADV,1
mudahh,X,1
mudahn,NOUN,1
mudahn,X,1
samgat,ADV,1
salam,VERB,1
slalu,VERB,1
slesai,X,1
mantabb,NOUN,1
mantabbb,PROPN,1
mantabs,NOUN,1
mantaf,ADJ,1
slh,X,1
sll,PROPN,1
sll,X,1
bbrpa,NOUN,1
bbrpa,VERB,1
because,PROPN,1
because,X,1
sllu,X,1
slow,ADJ,1
slow,X,1
smaa,VERB,1
smakin,ADP,1
smakin,NOUN,1
smakin,X,1
slah,X,1
bosan,VERB,1
mudhan,PROPN,1
muhktar,PROPN,1
dijelasin,X,1
dila,ADP,1
muhktar,X,1
muhtar,ADJ,1
samapi,ADP,1
samapi,ADV,1
br,VERB,1
smga,ADV,1
smga,VERB,1
mantaaapp,PROPN,1
mantaap,PROPN,1
mantaapp,PROPN,1
eggi,NOUN,1
eggi,NUM,1
malik,PROPN,1
mambantu,NOUN,1
manatap,ADJ,1
manfaat,PROPN,1
mang,VERB,1
basa,VERB,1
sok,VERB,1
egi,X,1
ehh,NOUN,1
smpe,VERB,1
batal,ADP,1
manis,NOUN,1
mantaaaap,X,1
mantaaap,VERB,1
smart,NOUN,1
salting,ADJ,1
branding,PROPN,1
saifull,PROPN,1
muktar,PROPN,1
mukthar,PROPN,1
mukthar,X,1
digit,VERB,1
digna,PROPN,1
digna,X,1
dihonest,PROPN,1
dihonest,X,1
saing,ADJ,1
saking,X,1
na,NOUN,1
snagat,VERB,1
sngat,ADJ,1
barusan,PRON,1
sagat,ADV,1
bpjs,ADJ,1
bpjs,PROPN,1
bpjs,X,1
bpjstku,VERB,1
sopan,X,1
malas,NOUN,1
malas,VERB,1
malem,X,1
males,PROPN,1
email,X,1
emang,VERB,1
emng,PROPN,1
speaking,PROPN,1
bantuanny,PROPN,1
snagat,PROPN,1
muncul,NOUN,1
muter,VERB,1
mw,PROPN,1
mya,PROPN,1
romero,PROPN,1
bareng,X,1
maksh,PROPN,1
maksh,X,1
maksi,VERB,1
erick,X,1
erifa,PROPN,1
soni,PROPN,1
rusak,VERB,1
saepul,VERB,1
saepul,X,1
safety,ADJ,1
stelah,X,1
stlh,NOUN,1
stuck,PROPN,1
maksi,X,1
bangt,VERB,1
bangun,NOUN,1
bank,PROPN,1
maki,NOUN,1
maklum,ADJ,1
maklum,ADV,1
bantuin,X,1
rudi,PROPN,1
rudi,VERB,1
bri,X,1
bru,PROPN,1
bru,X,1
rooted,NOUN,1
nagih,NOUN,1
nagih,X,1
nah,PART,1
dh,PART,1
diacc,ADJ,1
diapprove,X,1
naikin,NOUN,1
rooted,VERB,1
maksa,NOUN,1
maksa,VERB,1
sprti,VERB,1
standby,ADJ,1
stay,NOUN,1
stay,PROPN,1
stelah,ADV,1
rinci,X,1
riski,X,1
risma,PROPN,1
bsok,X,1
buanget,PROPN,1
rmah,VERB,1
rmah,X,1
nda,VERB,1
maen,VERB,1
erika,X,1
eror,X,1
error,X,1
estimasi,ADJ,1
banget,NOUN,1
bangettt,PROPN,1
root,ADJ,1
nang,PROPN,1
nang,X,1
nanggung,X,1
nathan,PROPN,1
ribed,PROPN,1
bangke,PROPN,1
bangkrut,NOUN,1
suda,X,1
lwt,X,1
maaf,PROPN,1
maap,VERB,1
maap,X,1
macem,ADJ,1
macem,X,1
macet,ADJ,1
succes,X,1
bahaya,ADJ,1
suka,NOUN,1
sukses,PROPN,1
bangat,ADV,1
bangat,NOUN,1
banged,PROPN,1
experience,NOUN,1
fachri,NOUN,1
bangetttt,PROPN,1
rido,PROPN,1
ridu,PROPN,1
riko,PROPN,1
buk,PROPN,1
buk,VERB,1
bukak,X,1
bulan,PROPN,1
ribett,NOUN,1
developer,PROPN,1
dftar,VERB,1
dftar,X,1
dftr,X,1
dgan,VERB,1
dgan,X,1
suport,VERB,1
bahagia,NOUN,1
baharu,PROPN,1
fahry,NOUN,1
lsng,PROPN,1
lu,X,1
luarbiasa,NOUN,1
lugas,NOUN,1
bahas,X,1
fahri,ADJ,1
loe,NOUN,1
log,PROPN,1
log,VERB,1
bahaya,VERB,1
suru,VERB,1
suskes,ADJ,1
suskes,NOUN,1
suskses,ADJ,1
syaa,X,1
syaeful,PROPN,1
syaeful,X,1
syaiful,VERB,1
syarat,ADJ,1
syg,PROPN,1
ribett,ADJ,1
ne,PROPN,1
neko,ADJ,1
neko,VERB,1
detaill,ADJ,1
details,ADJ,1
details,X,1
buset,NOUN,1
reyhan,X,1
ribed,NOUN,1
responsip,NOUN,1
lope,X,1
lot,PROPN,1
louis,X,1
faham,PROPN,1
fahami,ADJ,1
fahami,X,1
limitx,X,1
logout,VERB,1
lois,ADJ,1
ta,VERB,1
bagu,NOUN,1
bagua,ADJ,1
taik,ADJ,1
live,X,1
lncar,ADV,1
fajri,X,1
fajrin,VERB,1
fajrin,X,1
familiar,NOUN,1
system,X,1
buru,PROPN,1
nda,X,1
detile,ADJ,1
nerangin,NOUN,1
nerangin,PROPN,1
neror,VERB,1
net,X,1
netti,PROPN,1
review,X,1
burhan,ADJ,1
detai,VERB,1
taik,VERB,1
talang,ADJ,1
tama,X,1
back,PROPN,1
bad,PROPN,1
limitt,X,1
limitx,ADJ,1
respon,PROPN,1
respon,VERB,1
respons,ADJ,1
ngaku,VERB,1
linda,PROPN,1
linda,X,1
live,NOUN,1
badar,PROPN,1
tamah,VERB,1
tanggap,ADJ,1
tanggap,NOUN,1
like,PROPN,1
limid,VERB,1
limit,VERB,1
fani,X,1
respont,PROPN,1
lgsng,NOUN,1
fany,NOUN,1
faris,ADJ,1
tank,PROPN,1
tap,PROPN,1
ayu,PRON,1
ayu,X,1
azmy,PROPN,1
lho,NOUN,1
liar,ADJ,1
liat,ADV,1
limmit,ADJ,1
respect,PROPN,1
bwt,X,1
byar,ADV,1
respect,X,1
rekomendet,NOUN,1
rem,PROPN,1
rendy,NOUN,1
repot,NOUN,1
derbi,VERB,1
aware,X,1
aya,PART,1
aya,PRON,1
ayo,INTJ,1
file,NOUN,1
finally,NOUN,1
lembut,VERB,1
lewat,ADV,1
lewat,VERB,1
lgi,PART,1
lgsg,PROPN,1
lbih,VERB,1
telemarketing,X,1
tbtb,PROPN,1
td,VERB,1
tdi,PROPN,1
tekan,X,1
lelet,VERB,1
lembut,NOUN,1
fee,X,1
ferifikasi,VERB,1
ferifikasi,X,1
ferivikasi,ADJ,1
fikir,VERB,1
taut,VERB,1
caca,X,1
rekomended,X,1
bye,PROPN,1
bye,X,1
byr,PROPN,1
ca,PROPN,1
nga,PART,1
nga,VERB,1
ngabisin,NOUN,1
ngak,ADV,1
regist,VERB,1
atu,X,1
atuh,ADV,1
atuh,VERB,1
atur,NOUN,1
auto,VERB,1
lawak,ADJ,1
lbih,ADV,1
lanjut,NOUN,1
lanjut,X,1
teliti,VERB,1
telp,X,1
atha,X,1
atmbplus,ADJ,1
atmbplus,X,1
lapor,X,1
larang,X,1
finance,PROPN,1
finance,X,1
financial,X,1
fira,ADJ,1
temu,X,1
asmi,PRON,1
rekam,VERB,1
rehan,PROPN,1
reject,PROPN,1
reject,VERB,1
ngapain,VERB,1
ngasi,NOUN,1
depan,X,1
astaga,NOUN,1
astaga,X,1
asyik,NOUN,1
langgan,ADJ,1
langgan,ADV,1
langgar,ADP,1
langgar,VERB,1
langsng,ADV,1
langsng,PROPN,1
lanjur,VERB,1
recomen,ADJ,1
recoment,ADJ,1
record,PROPN,1
record,X,1
redy,PROPN,1
regist,PROPN,1
dengar,ADV,1
terap,VERB,1
terbaikkk,NOUN,1
flexible,PROPN,1
fokus,ADJ,1
fokus,VERB,1
follow,PROPN,1
follow,VERB,1
regist,X,1
register,X,1
terimankasih,NOUN,1
terimakaaih,NOUN,1
terimakaaih,X,1
terimakaih,NOUN,1
terimakash,X,1
terimakasi,NOUN,1
terimakasihh,X,1
terimankasih,ADJ,1
terimankasih,ADP,1
arifin,VERB,1
ngetes,VERB,1
ngetes,X,1
ngiklan,NOUN,1
ngiklan,X,1
real,X,1
reccomended,NOUN,1
cadang,VERB,1
cahya,X,1
cair,VERB,1
call,ADJ,1
ngeledek,X,1
ngerasa,X,1
ngeri,ADJ,1
nh,NOUN,1
lag,X,1
lahir,NOUN,1
lai,ADJ,1
lai,PROPN,1
lai,X,1
lalau,ADV,1
lalu,ADJ,1
asih,VERB,1
terimksh,X,1
termakasih,NOUN,1
termikasih,ADJ,1
terobos,X,1
terus,NOUN,1
teruss,ADJ,1
kya,PART,1
kya,X,1
kyk,NOUN,1
friendly,NOUN,1
friendly,X,1
test,PROPN,1
tetang,VERB,1
ray,X,1
ready,NOUN,1
ready,PROPN,1
arief,ADJ,1
galbay,PROPN,1
gamblang,NOUN,1
kridet,ADJ,1
kridit,ADJ,1
tetep,ADV,1
tetimakasih,VERB,1
tgg,VERB,1
tggu,NOUN,1
tgl,PROPN,1
kudu,NOUN,1
furi,PROPN,1
gaada,NOUN,1
gabung,NOUN,1
gada,VERB,1
gada,X,1
ni,VERB,1
nice,ADJ,1
rating,ADJ,1
call,VERB,1
cancel,PROPN,1
dek,X,1
dela,X,1
den,NOUN,1
denda,VERB,1
dengam,NOUN,1
tgl,VERB,1
tgl,X,1
ardan,PROPN,1
ardi,PROPN,1
ari,PROPN,1
ari,VERB,1
gbu,PROPN,1
kooperatif,X,1
gampang,X,1
gan,PART,1
tija,PROPN,1
tija,VERB,1
ksih,VERB,1
ksih,X,1
ktnya,X,1
aproved,X,1
apus,ADJ,1
apus,X,1
kredivo,X,1
gag,PROPN,1
thn,PROPN,1
ni,PRON,1
ramahh,PROPN,1
ramahhh,NOUN,1
ramahhh,PROPN,1
ramdan,X,1
ranah,VERB,1
rangin,X,1
ngobrol,X,1
ngomong,NOUN,1
ngomong,X,1
ngotak,NOUN,1
ngulang,X,1
debit,X,1
ti,X,1
tida,PROPN,1
tidk,NOUN,1
tidk,X,1
tk,VERB,1
tk,X,1
tksh,PROPN,1
apprv,X,1
apps,PROPN,1
appstore,PROPN,1
aproval,VERB,1
aprove,PROPN,1
komunikasi,VERB,1
komunikatif,X,1
gapernah,ADV,1
gatau,PROPN,1
ting,VERB,1
tinggl,VERB,1
tinjau,X,1
thq,NOUN,1
tnpa,ADV,1
tnpa,NOUN,1
tntang,X,1
tipu,ADJ,1
approv,X,1
approvel,PROPN,1
approvenya,X,1
gimna,X,1
kmrn,X,1
knapa,X,1
knowledge,NOUN,1
knowledge,X,1
knpa,VERB,1
kocak,X,1
gelap,NOUN,1
gerak,VERB,1
qta,PROPN,1
quick,NOUN,1
quick,X,1
rajin,ADJ,1
rama,PROPN,1
nich,NOUN,1
nie,NOUN,1
nihh,VERB,1
nikmat,VERB,1
putus,NOUN,1
tlah,PART,1
tlah,VERB,1
tlong,PROPN,1
tlp,X,1
tnks,PROPN,1
tnpa,ADP,1
dea,X,1
dear,X,1
debit,VERB,1
cardnya,PROPN,1
apply,VERB,1
appreciate,NOUN,1
