Word,POS Tag,Frekuensi
maxim,PROPN,5
dwi,PROPN,5
easy,X,5
sgtu,NOUN,5
wawan,NOUN,5
wawas,ADJ,5
ajj,X,5
honnest,PROPN,5
dagang,VERB,5
ktp,VERB,5
th,NOUN,5
ardi,NOUN,5
bgtu,X,5
services,X,5
maz,NOUN,5
thanx,PROPN,5
terimaksh,NOUN,5
asa,NOUN,5
asih,NOUN,5
laksana,NOUN,5
mass,NOUN,5
master,NOUN,5
sii,PROPN,5
beres,ADJ,5
edan,NOUN,5
edc,PROPN,5
terimksh,NOUN,5
teror,NOUN,5
free,X,5
terusss,X,5
setor,NOUN,5
setujuin,NOUN,5
belit,NOUN,5
skg,NOUN,5
skrang,NOUN,5
mantabbb,X,5
hormat,NOUN,5
jakarta,NOUN,5
okeh,X,5
da,VERB,5
dabest,NOUN,5
dada,NOUN,5
checking,X,5
christopher,NOUN,5
operasi,NOUN,5
operasional,ADJ,5
bbrp,PROPN,5
bbrp,X,5
eli,VERB,5
or,X,5
out,NOUN,5
pke,NOUN,5
iwan,NOUN,5
perna,ADV,5
persetujua,NOUN,5
cilok,NOUN,5
cinta,NOUN,5
clear,ADJ,5
pada,ADP,5
pahamin,VERB,5
sms,NOUN,5
terap,NOUN,5
lampu,NOUN,5
mantapppp,X,5
star,PROPN,5
store,NOUN,5
fleksible,ADJ,5
terimah,NOUN,5
sngat,ADV,5
bas,NOUN,5
management,NOUN,5
manfaat,ADJ,5
mang,NOUN,5
assalamualaikum,NOUN,5
tentu,ADJ,5
sngt,PROPN,5
malas,ADJ,5
sllu,PROPN,5
batal,VERB,5
ehhh,X,5
bantuin,NOUN,5
erik,PROPN,5
sperti,NOUN,5
ismi,PROPN,5
agus,NOUN,5
wkwkwkwk,NOUN,5
over,PROPN,5
pasword,NOUN,5
patut,ADJ,5
cuan,NOUN,5
perifikasi,NOUN,5
parhan,NOUN,5
partner,NOUN,5
financial,NOUN,5
main,X,5
standby,NOUN,5
tekan,VERB,5
lelet,NOUN,5
ferifikasi,NOUN,5
fikir,NOUN,5
succes,PROPN,5
bangke,NOUN,5
maaf,X,5
macet,NOUN,5
sudh,NOUN,5
telemarketing,NOUN,5
layana,NOUN,5
lazada,NOUN,5
lbih,X,5
ata,NOUN,5
ely,PROPN,5
sorry,X,5
baharu,ADJ,5
luck,X,5
custmer,NOUN,5
worth,PROPN,5
worth,X,5
woww,X,5
yaa,PRON,5
cvv,NOUN,5
pengunaa,NOUN,5
penjelasann,NOUN,5
penjelasanx,NOUN,5
curi,NOUN,5
pdhal,X,5
pdhl,NOUN,5
commerce,NOUN,5
ija,NOUN,5
yusef,NOUN,5
yoseph,NOUN,5
adain,X,5
yuni,NOUN,5
pelan,ADV,5
abis,NOUN,5
cris,PROPN,5
pelanyanan,NOUN,5
coustemer,NOUN,5
zee,PROPN,5
zie,NOUN,5
adhi,PROPN,5
yuda,PROPN,5
input,NOUN,5
atta,NOUN,5
surat,NOUN,5
rekom,NOUN,5
kayak,NOUN,5
kayak,VERB,5
kek,NOUN,5
tunggu,ADV,5
uda,VERB,5
rendi,NOUN,5
nety,PROPN,5
desi,PROPN,5
cpat,NOUN,5
cpat,VERB,5
ady,PROPN,5
yak,X,5
insya,NOUN,5
limited,PROPN,5
zhi,PROPN,5
install,NOUN,4
adji,PROPN,4
indomart,NOUN,4
instal,X,4
yup,NOUN,4
afat,NOUN,4
pengajuhan,NOUN,4
pengajuanx,NOUN,4
cristhoper,NOUN,4
credits,NOUN,4
admint,NOUN,4
infony,NOUN,4
pe,NOUN,4
pda,NOUN,4
liat,X,4
tani,NOUN,4
tangkap,VERB,4
tambahin,X,4
badar,NOUN,4
live,PROPN,4
lipat,NOUN,4
info,X,4
zii,NOUN,4
adam,NOUN,4
tara,NOUN,4
fb,NOUN,4
favorit,ADJ,4
lha,X,4
aza,NOUN,4
tanya,VERB,4
far,X,4
cumn,NOUN,4
cok,X,4
pengaraha,NOUN,4
information,PROPN,4
indikasi,NOUN,4
imak,NOUN,4
insya,PROPN,4
instant,ADJ,4
fakta,NOUN,4
lncar,NOUN,4
baguss,PROPN,4
baguss,NOUN,4
bagimana,ADV,4
baget,X,4
lom,NOUN,4
lol,NOUN,4
close,X,4
peras,NOUN,4
ijah,NOUN,4
yaaa,ADV,4
ilegal,ADJ,4
papa,VERB,4
papa,NOUN,4
perintah,NOUN,4
periksa,VERB,4
performa,NOUN,4
perfect,PROPN,4
permanen,ADJ,4
logika,NOUN,4
td,PROPN,4
lh,NOUN,4
level,NOUN,4
tawarin,VERB,4
aws,NOUN,4
aware,NOUN,4
tama,NOUN,4
talang,NOUN,4
taju,NOUN,4
cz,NOUN,4
cvc,NOUN,4
pandua,NOUN,4
xjam,NOUN,4
ib,NOUN,4
humbel,NOUN,4
iqbal,X,4
pinggir,NOUN,4
phising,NOUN,4
lom,X,4
swasta,ADJ,4
attitude,NOUN,4
fhoto,NOUN,4
teimakasih,NOUN,4
lois,NOUN,4
logis,ADJ,4
palsu,ADJ,4
pahamin,X,4
pahamii,VERB,4
cipta,NOUN,4
over,X,4
over,NOUN,4
luis,ADJ,4
lucu,NOUN,4
fajri,NOUN,4
baharu,NOUN,4
experience,PROPN,4
fanny,X,4
pintar,ADJ,4
woi,NOUN,4
wkwkw,X,4
wktu,NOUN,4
hr,PROPN,4
hpus,VERB,4
its,PROPN,4
excellent,ADJ,4
lunasin,NOUN,4
lulus,VERB,4
banged,X,4
lbih,NOUN,4
fira,NOUN,4
atw,NOUN,4
teeimakasih,PROPN,4
teeimakasih,NOUN,4
bahas,VERB,4
wirausaha,NOUN,4
pko,NOUN,4
orgnya,PROPN,4
ora,NOUN,4
christ,PROPN,4
chatt,NOUN,4
daerah,NOUN,4
dalm,NOUN,4
dalm,ADP,4
maen,NOUN,4
maap,NOUN,4
bangeut,VERB,4
etty,NOUN,4
mah,VERB,4
mafia,NOUN,4
exp,NOUN,4
excellent,X,4
ongkir,NOUN,4
on,PROPN,4
on,ADP,4
ceria,ADJ,4
cerdas,ADJ,4
ida,PROPN,4
jadul,ADJ,4
agen,PROPN,4
store,PROPN,4
stop,NOUN,4
stelah,SCONJ,4
standart,NOUN,4
stand,NOUN,4
stak,NOUN,4
staff,PROPN,4
stabil,ADJ,4
makas,PROPN,4
bales,NOUN,4
suksess,ADJ,4
tengah,ADJ,4
tenan,NOUN,4
finansial,NOUN,4
finance,NOUN,4
template,NOUN,4
atmbplus,NOUN,4
ativasi,NOUN,4
atah,NOUN,4
suami,NOUN,4
omon,NOUN,4
om,X,4
wilayah,NOUN,4
wih,NOUN,4
jah,VERB,4
jago,NOUN,4
hosnet,NOUN,4
wifi,NOUN,4
barokah,NOUN,4
erifa,X,4
bantuanny,NOUN,4
sosialisasi,NOUN,4
maksud,NOUN,4
bangt,X,4
dang,NOUN,4
officer,X,4
cepatt,X,4
center,X,4
pny,X,4
polisi,NOUN,4
of,PROPN,4
obat,NOUN,4
nyobain,VERB,4
nyoba,PROPN,4
nyh,X,4
jebak,NOUN,4
jatoh,VERB,4
honesr,NOUN,4
nyampai,VERB,4
nyambung,ADJ,4
langgeng,ADJ,4
tengkyu,X,4
bangkrut,VERB,4
cek,NOUN,4
cd,NOUN,4
ccs,X,4
potong,VERB,4
posisi,NOUN,4
warning,NOUN,4
walupun,ADP,4
home,NOUN,4
hmmm,NOUN,4
wahhh,X,4
dasar,NOUN,4
barusan,PROPN,4
sndiri,NOUN,4
snagat,ADJ,4
sngt,X,4
bast,PROPN,4
nurul,NOUN,4
aktiv,NOUN,4
jesika,NOUN,4
aktip,NOUN,4
aktivis,NOUN,4
vidcall,X,4
prosesx,NOUN,4
terbaikk,VERB,4
smua,X,4
elli,NOUN,4
elektronik,NOUN,4
elegan,ADJ,4
mantaaap,PROPN,4
mantaaaap,PROPN,4
basa,NOUN,4
alesan,NOUN,4
alas,VERB,4
alang,VERB,4
prosesny,NOUN,4
date,NOUN,4
november,PROPN,4
nov,NOUN,4
pun,PART,4
ptoses,NOUN,4
pt,PROPN,4
nunggu,VERB,4
notif,ADJ,4
mantaappp,NOUN,4
smile,NOUN,4
be,X,4
be,PROPN,4
lag,ADJ,4
laen,X,4
as,PROPN,4
lang,ADV,4
lampau,ADJ,4
not,NOUN,4
normal,ADJ,4
cas,NOUN,4
veripikasi,NOUN,4
jng,X,4
heran,ADJ,4
alhamdulli,PROPN,4
jos,PROPN,4
joob,PROPN,4
mantap,PROPN,4
slah,NOUN,4
skip,NOUN,4
mantep,VERB,4
smpai,VERB,4
eggy,X,4
dech,NOUN,4
debug,NOUN,4
dear,PROPN,4
capek,VERB,4
cantum,NOUN,4
alih,VERB,4
sip,ADJ,4
bener,ADJ,4
format,PROPN,4
kyc,NOUN,4
kyak,X,4
kurus,ADJ,4
terimasih,VERB,4
terimaksih,X,4
rajin,VERB,4
ragu,X,4
josep,NOUN,4
callnya,X,4
callnya,PROPN,4
calling,PROPN,4
belm,X,4
beneran,NOUN,4
sihh,NOUN,4
signifikan,ADJ,4
master,PROPN,4
masa,NOUN,4
marketing,PROPN,4
market,NOUN,4
signal,NOUN,4
calling,NOUN,4
rara,NOUN,4
rapih,ADJ,4
nh,X,4
rangin,NOUN,4
rang,NOUN,4
urgensi,NOUN,4
upload,VERB,4
hardi,NOUN,4
alloh,NOUN,4
happy,NOUN,4
della,PROPN,4
berita,NOUN,4
area,NOUN,4
gaes,NOUN,4
kudu,ADV,4
ngisi,X,4
kagum,ADJ,4
hanas,NOUN,4
unistall,NOUN,4
unistal,ADJ,4
recomend,ADJ,4
recomanded,NOUN,4
mau,VERB,4
materi,NOUN,4
masyaal,NOUN,4
masya,NOUN,4
siap,VERB,4
may,NOUN,4
duper,X,4
duper,NOUN,4
bermamfaat,VERB,4
bermafaat,VERB,4
beritahukan,VERB,4
real,PROPN,4
ngisi,NOUN,4
ngirim,VERB,4
ngeri,VERB,4
ngeledek,NOUN,4
cadang,NOUN,4
rayhan,X,4
ngobrol,VERB,4
kakk,X,4
aprrove,NOUN,4
thks,PROPN,4
ktnya,NOUN,4
mbk,PROPN,4
mbantu,VERB,4
max,ADJ,4
kaka,X,4
un,NOUN,4
bye,NOUN,4
dengar,X,4
redy,NOUN,4
recoment,NOUN,4
recomended,PROPN,4
recomended,NOUN,4
rena,NOUN,4
rekomendet,ADJ,4
bet,NOUN,4
bgtu,NOUN,4
meichan,NOUN,4
mega,PROPN,4
meberikan,VERB,4
rekomend,ADJ,4
ngabisin,X,4
ngabisin,VERB,4
nga,NOUN,4
byr,X,4
unduh,NOUN,4
amel,X,4
ambar,PROPN,4
but,NOUN,4
busuk,VERB,4
bgs,ADJ,4
bgitu,NOUN,4
serah,NOUN,4
thnx,PROPN,4
gaje,NOUN,4
kreditur,NOUN,4
krdit,NOUN,4
kpda,NOUN,4
kostumer,NOUN,4
gantung,NOUN,4
mb,PROPN,4
mayda,NOUN,4
dtang,VERB,4
meida,NOUN,4
senantiasa,ADV,4
sen,NOUN,4
sempat,ADJ,4
dowload,NOUN,4
mendownload,VERB,4
dsuruh,NOUN,4
dsn,NOUN,4
bgs,X,4
bgs,NOUN,4
request,NOUN,4
deskripsi,NOUN,4
nfc,PROPN,4
rentenir,NOUN,4
ui,PROPN,4
karru,NOUN,4
neror,NOUN,4
sembarang,ADJ,4
selfy,NOUN,4
gan,X,4
koperatif,ADJ,4
tidur,VERB,4
tidk,PART,4
duh,X,4
nemuin,VERB,4
response,NOUN,4
respon,X,4
hahah,X,4
kaspro,NOUN,4
andri,PROPN,4
detal,ADJ,4
menggunaka,VERB,4
dpet,NOUN,4
dpahami,VERB,4
mgkn,X,4
dsb,NOUN,4
dpn,X,4
buru,NOUN,4
burik,NOUN,4
burhan,X,4
rey,X,4
revisi,NOUN,4
tuntun,VERB,4
kecuali,SCONJ,4
nd,NOUN,4
riba,NOUN,4
hadeuh,NOUN,4
hadap,NOUN,4
anehh,X,4
andy,PROPN,4
riski,PROPN,4
gas,NOUN,4
gapernah,X,4
kompeten,ADJ,4
aprov,NOUN,4
selfie,ADJ,4
naomi,NOUN,4
nanya,NOUN,4
nanggung,VERB,4
nambah,X,4
naman,NOUN,4
bulak,NOUN,4
bukak,VERB,4
buka,X,4
rina,NOUN,4
ridwan,NOUN,4
romero,NOUN,4
donlod,X,4
bismilah,VERB,4
bising,NOUN,4
bis,NOUN,4
titik,NOUN,4
seksama,ADJ,4
sejarah,NOUN,4
buang,X,4
bsok,NOUN,4
annas,NOUN,4
anjir,NOUN,4
ani,NOUN,4
bsk,NOUN,4
ttg,X,4
blacklist,NOUN,4
milenial,ADJ,4
kmrn,NOUN,4
bismillah,ADJ,4
double,NOUN,4
ttg,PROPN,4
ruwet,NOUN,4
naek,NOUN,4
nada,NOUN,4
mutu,VERB,4
mutu,NOUN,4
bro,X,4
ruang,NOUN,4
naikin,X,4
dgunakan,VERB,4
digunain,VERB,4
tlp,PROPN,4
dn,CCONJ,4
sblm,X,4
blok,NOUN,4
blnja,NOUN,4
approved,PROPN,4
digna,NOUN,4
brapa,NOUN,4
br,X,4
sagat,ADJ,4
kepercayan,NOUN,4
kenal,NOUN,4
muhammad,PROPN,4
salam,PROPN,4
keren,PROPN,4
kereennn,NOUN,4
kereen,NOUN,4
trutama,NOUN,4
mlh,X,4
mksi,NOUN,4
aplay,NOUN,4
gokil,ADJ,4
gita,X,4
mkasi,NOUN,4
aply,PROPN,4
tnks,NOUN,4
trmakasih,NOUN,4
trllu,NOUN,4
trlalu,NOUN,4
kerennnn,NOUN,4
kerennn,NOUN,4
anteraja,NOUN,4
anter,NOUN,4
dingin,ADJ,4
dinda,PROPN,4
dila,X,4
sani,PROPN,4
great,PROPN,4
goood,PROPN,4
track,NOUN,4
topup,X,4
aplly,PROPN,4
dipahamin,VERB,4
sayaa,PRON,4
saya,PRON,4
mmg,NOUN,4
mnta,NOUN,4
bntu,NOUN,4
bntang,NOUN,4
sanggat,ADJ,4
sanget,NOUN,4
mrk,NOUN,4
ditelp,VERB,4
dmn,NOUN,4
dm,NOUN,4
say,PROPN,4
msuk,VERB,4
sang,DET,4
sanagt,NOUN,4
sampek,NOUN,4
samgat,NOUN,4
much,X,4
boss,NOUN,4
bohong,ADJ,4
bocor,ADJ,4
bobrok,ADJ,4
ketat,ADJ,4
kesini,NOUN,4
kesel,NOUN,4
kerudung,NOUN,4
trimakasihh,NOUN,4
trbaik,ADJ,4
mobilitas,NOUN,4
mobile,PROPN,4
pea,NOUN,4
creadit,NOUN,4
cra,NOUN,4
cpet,NOUN,4
pelayanany,NOUN,4
pelayanann,NOUN,4
abai,NOUN,4
zayadi,PROPN,4
zahra,PROPN,4
yusuf,PROPN,4
acung,VERB,4
acha,NOUN,4
ayo,VERB,4
aac,PROPN,3
yunet,X,3
adhi,NOUN,3
informasih,NOUN,3
ayo,PART,3
ayu,PROPN,3
abis,VERB,3
aca,NOUN,3
zidan,NOUN,3
bad,NOUN,3
tau,X,3
liar,NOUN,3
lha,NOUN,3
ba,VERB,3
ayu,VERB,3
back,X,3
baca,NOUN,3
tank,NOUN,3
coll,NOUN,3
code,NOUN,3
information,NOUN,3
intan,NOUN,3
indo,PROPN,3
pasti,ADV,3
pasang,VERB,3
google,NOUN,3
tracking,NOUN,3
mo,X,3
sangkut,NOUN,3
sangkut,ADJ,3
mrmbantu,VERB,3
money,PROPN,3
ditail,ADJ,3
muantap,X,3
sampai,VERB,3
mudhan,NOUN,3
mudh,PROPN,3
mudahn,VERB,3
much,PROPN,3
trimksh,X,3
ketimbang,ADP,3
mksd,NOUN,3
mkasih,X,3
apl,PROPN,3
apk,PROPN,3
gmpang,X,3
tmn,PROPN,3
guide,NOUN,3
kerennn,X,3
antri,VERB,3
antony,NOUN,3
annual,NOUN,3
trims,ADJ,3
satria,X,3
bnyk,VERB,3
apalgi,X,3
apalgi,NOUN,3
ken,X,3
samapi,VERB,3
muhammad,NOUN,3
salting,X,3
salting,NOUN,3
saking,ADV,3
trz,PROPN,3
kereeen,NOUN,3
kereeeen,X,3
truss,NOUN,3
trnyata,NOUN,3
bosen,X,3
bosan,ADJ,3
boong,X,3
mksih,VERB,3
mksih,PROPN,3
dn,VERB,3
miss,NOUN,3
minum,NOUN,3
scan,X,3
sc,NOUN,3
sbgai,NOUN,3
sayful,X,3
bner,VERB,3
approvel,NOUN,3
tinggl,NOUN,3
digital,NOUN,3
mukthar,NOUN,3
branding,NOUN,3
saifull,NOUN,3
safety,PROPN,3
kendala,ADJ,3
tinggal,NOUN,3
blanja,VERB,3
bla,VERB,3
bismillah,PROPN,3
sdah,PART,3
minjem,NOUN,3
min,X,3
doank,X,3
klik,X,3
applynya,NOUN,3
dngn,NOUN,3
my,X,3
nagih,VERB,3
naek,VERB,3
trmksh,X,3
dija,PRON,3
secure,NOUN,3
sebab,NOUN,3
bln,VERB,3
gercep,ADJ,3
knpa,X,3
knowledge,PROPN,3
sekala,ADV,3
andriansyah,PROPN,3
gunaka,VERB,3
kemaren,ADV,3
anna,PROPN,3
anjeng,NOUN,3
angsur,ADJ,3
risky,NOUN,3
ken,VERB,3
tu,PROPN,3
ting,NOUN,3
gg,X,3
gg,PROPN,3
gercep,VERB,3
april,NOUN,3
appstore,NOUN,3
apprv,NOUN,3
selagi,ADP,3
merry,X,3
natha,PROPN,3
riko,NOUN,3
nda,NOUN,3
roby,NOUN,3
buanget,X,3
donload,NOUN,3
doni,PROPN,3
kecuali,ADP,3
kece,ADJ,3
ribu,NUM,3
ribett,VERB,3
ribet,NOUN,3
ribed,ADJ,3
reyhan,PROPN,3
hahaha,NOUN,3
haduh,X,3
hadeh,NOUN,3
hadap,VERB,3
ane,NOUN,3
ringgo,NOUN,3
nawarin,NOUN,3
seh,X,3
bismillah,NOUN,3
detaill,NOUN,3
buru,X,3
merchant,PROPN,3
dpat,ADJ,3
downlod,NOUN,3
download,PROPN,3
michele,PROPN,3
michel,PROPN,3
micheal,NOUN,3
mgkn,NOUN,3
mgkin,NOUN,3
bgus,X,3
reyhan,ADJ,3
andai,ADV,3
tuntut,NOUN,3
tunjuk,NOUN,3
bilamana,SCONJ,3
timbang,NOUN,3
ganteng,VERB,3
gatau,VERB,3
ti,PROPN,3
thq,PROPN,3
bicara,NOUN,3
dpet,X,3
duga,NOUN,3
nemuin,X,3
response,PROPN,3
respond,NOUN,3
hahah,NOUN,3
tx,NOUN,3
turunin,VERB,3
andika,PROPN,3
ardan,NOUN,3
mba,NOUN,3
dtolak,NOUN,3
senang,VERB,3
semogah,NOUN,3
dowload,VERB,3
bgs,VERB,3
respect,ADJ,3
repot,VERB,3
dessy,PROPN,3
ud,PROPN,3
ancam,NOUN,3
karena,SCONJ,3
kamis,NOUN,3
netti,NOUN,3
nerangin,VERB,3
seru,NOUN,3
mei,PROPN,3
mei,NOUN,3
mebantu,VERB,3
bgtt,X,3
duli,NOUN,3
sevice,NOUN,3
bget,NOUN,3
ngaku,X,3
ngak,PART,3
caca,NOUN,3
unduh,VERB,3
amel,PROPN,3
busuk,NOUN,3
bgmn,NOUN,3
kosong,ADJ,3
thebest,NOUN,3
thanx,X,3
ksh,PROPN,3
krna,X,3
krena,NOUN,3
test,NOUN,3
maxie,PROPN,3
ulfa,X,3
rekom,ADJ,3
nge,NOUN,3
reject,X,3
regist,NOUN,3
rem,NOUN,3
mayan,NOUN,3
bestt,NOUN,3
best,NOUN,3
recomend,PROPN,3
siap,ADJ,3
siaga,NOUN,3
sia,NOUN,3
shopee,X,3
sh,X,3
reccomended,ADJ,3
ngerasa,VERB,3
real,NOUN,3
ready,ADJ,3
den,PROPN,3
amanda,PROPN,3
halo,X,3
aq,PRON,3
aq,NOUN,3
thks,X,3
ktp,ADJ,3
tggu,X,3
tgg,X,3
tf,PROPN,3
tetimakasih,NOUN,3
eeh,X,3
eeeh,X,3
mantulll,NOUN,3
alternatif,NOUN,3
alternatif,ADJ,3
untuk,SCONJ,3
untuj,NOUN,3
untk,SCONJ,3
hans,NOUN,3
hanest,PROPN,3
untk,NOUN,3
hatur,NOUN,3
silah,VERB,3
silah,ADV,3
sii,NOUN,3
besok,ADV,3
mantaps,PROPN,3
mantappppp,NOUN,3
sis,NOUN,3
niat,VERB,3
ama,VERB,3
della,X,3
ngk,NOUN,3
arfan,PROPN,3
thaks,X,3
kudu,X,3
gaes,X,3
belnja,NOUN,3
full,NOUN,3
free,NOUN,3
termikasih,NOUN,3
termakasih,X,3
terimaksih,PROPN,3
terimaksi,VERB,3
use,PROPN,3
us,PROPN,3
urgent,ADJ,3
ramahh,VERB,3
niza,NOUN,3
nikmat,ADJ,3
rama,ADJ,3
vdeo,NOUN,3
he,PROPN,3
bego,NOUN,3
skarang,X,3
mantull,PROPN,3
manteb,NOUN,3
egi,VERB,3
vcall,PROPN,3
uya,PROPN,3
rada,NOUN,3
quick,PROPN,3
qta,NOUN,3
card,X,3
cape,X,3
cape,PROPN,3
allah,NOUN,3
all,X,3
sipp,NOUN,3
lalau,ADP,3
aru,PROPN,3
arti,VERB,3
terikasih,VERB,3
nnya,NOUN,3
care,ADJ,3
verry,PROPN,3
helpful,PROPN,3
alhamdulli,NOUN,3
alhamduli,VERB,3
join,X,3
bca,PROPN,3
mantabs,X,3
mantabbb,NOUN,3
slesai,NOUN,3
slalu,PROPN,3
alang,NOUN,3
alhamduli,ADV,3
pusing,ADJ,3
pusat,NOUN,3
nuhun,VERB,3
now,PROPN,3
novie,PROPN,3
novie,NOUN,3
pungki,X,3
dc,PROPN,3
dbntu,NOUN,3
qr,PROPN,3
not,X,3
mantaapp,NOUN,3
smaa,NOUN,3
lalau,NOUN,3
cba,X,3
eky,X,3
mantaaap,NOUN,3
bayar,X,3
bayang,NOUN,3
batal,NOUN,3
smpai,X,3
mang,PROPN,3
manatap,NOUN,3
vicall,X,3
jimy,PROPN,3
jimmy,NOUN,3
jgn,PROPN,3
jet,NOUN,3
jessica,PROPN,3
aldi,NOUN,3
barusan,VERB,3
barusan,PART,3
terimakasihh,NOUN,3
terimakash,VERB,3
terimakash,PROPN,3
terimakaih,VERB,3
fix,PROPN,3
sok,NOUN,3
product,X,3
jelas,VERB,3
hinest,NOUN,3
hihi,X,3
viki,NOUN,3
alam,PROPN,3
aktivitas,PROPN,3
nunggak,VERB,3
lanjur,NOUN,3
langsng,X,3
langsng,NOUN,3
asmi,VERB,3
asik,NOUN,3
tengah,NOUN,3
spesialist,X,3
sperti,ADP,3
walupun,SCONJ,3
vitri,PROPN,3
poll,NOUN,3
dar,ADP,3
nutup,VERB,3
mamo,PROPN,3
mambantu,VERB,3
malik,NOUN,3
pnya,VERB,3
pnya,NOUN,3
pnya,DET,3
pokokny,X,3
officer,PROPN,3
nyuri,NOUN,3
nyicil,VERB,3
ajak,X,3
jan,NOUN,3
honeat,NOUN,3
nyekek,X,3
basi,NOUN,3
basi,ADJ,3
tera,VERB,3
at,PROPN,3
at,NOUN,3
ofline,NOUN,3
enjoy,X,3
enjoy,NOUN,3
speaking,NOUN,3
sorry,PROPN,3
emang,NOUN,3
email,PROPN,3
ely,NOUN,3
elly,NOUN,3
bantu,ADV,3
banking,X,3
daptar,PROPN,3
dang,ADV,3
centre,X,3
cell,PROPN,3
pokoke,X,3
makan,NOUN,3
sukse,NOUN,3
finally,PROPN,3
larang,VERB,3
larang,NOUN,3
laporin,X,3
laporin,NOUN,3
suda,ADV,3
sucses,NOUN,3
okey,NOUN,3
okeh,PROPN,3
jalan,VERB,3
jaga,X,3
ajar,ADJ,3
akn,NOUN,3
ajuin,NOUN,3
suda,VERB,3
suda,NOUN,3
maida,PROPN,3
ety,NOUN,3
excellent,NOUN,3
daftr,PROPN,3
oops,NOUN,3
ica,PROPN,3
izmi,PROPN,3
ivan,NOUN,3
plus,ADJ,3
playstore,NOUN,3
omong,NOUN,3
stelah,NOUN,3
maki,VERB,3
makasihh,NOUN,3
bandal,ADJ,3
temen,VERB,3
layanin,NOUN,3
fix,NOUN,3
auto,PROPN,3
atur,X,3
cept,PROPN,3
cepett,VERB,3
pkonya,NOUN,3
opr,NOUN,3
pkai,VERB,3
pinter,ADJ,3
okeh,NOUN,3
sukse,ADJ,3
bangetttt,X,3
banget,PROPN,3
bagusss,X,3
suport,ADJ,3
lupa,X,3
lunasin,VERB,3
fachri,PROPN,3
faham,VERB,3
louise,NOUN,3
out,X,3
work,PROPN,3
wkwk,PROPN,3
wktu,PROPN,3
hr,VERB,3
its,X,3
aga,NOUN,3
after,X,3
wita,NOUN,3
lekas,NOUN,3
telat,NOUN,3
lois,PROPN,3
pertma,PROPN,3
pake,PROPN,3
daftar,ADJ,3
dafa,PROPN,3
pertamakali,NOUN,3
ckup,VERB,3
pertamakali,ADV,3
pertamakali,ADP,3
perna,NOUN,3
dab,ADJ,3
luck,PROPN,3
fair,ADJ,3
fahry,PROPN,3
lgsng,X,3
file,PROPN,3
tawar,PROPN,3
custumer,X,3
woy,NOUN,3
humble,ADJ,3
is,X,3
irsyad,PROPN,3
iring,NOUN,3
its,NOUN,3
louis,NOUN,3
lope,NOUN,3
syg,X,3
suskses,NOUN,3
atu,NOUN,3
ferdi,PROPN,3
yaaa,INTJ,3
yaa,PROPN,3
wow,ADJ,3
wort,PROPN,3
customers,NOUN,3
pantau,VERB,3
perfect,NOUN,3
coba,NOUN,3
co,NOUN,3
csny,PROPN,3
paten,NOUN,3
permanen,NOUN,3
panggil,X,3
loe,X,3
tdak,NOUN,3
tbtb,NOUN,3
cman,NOUN,3
fajri,PROPN,3
lngsung,NOUN,3
lngsung,ADV,3
bagua,NOUN,3
bagu,VERB,3
linda,NOUN,3
limmit,NOUN,3
limitt,NOUN,3
pepet,VERB,3
copy,NOUN,3
advan,NOUN,3
aduh,X,3
aduh,NOUN,3
ikutin,X,3
yah,ADV,3
yusef,PROPN,3
yuni,PROPN,3
instal,NOUN,3
coustamer,NOUN,3
penasaran,NOUN,3
cristopher,PROPN,3
adain,NOUN,3
yoseph,X,3
yosef,ADJ,3
come,X,3
lilit,NOUN,3
like,NOUN,3
fee,PROPN,3
tampa,ADP,3
baek,NOUN,3
badel,PROPN,3
kesel,X,3
trimkasih,PROPN,3
trimaksh,PROPN,3
sangant,ADV,3
sangant,ADJ,3
dio,PROPN,3
informative,ADJ,3
pegang,NOUN,3
creditcard,NOUN,3
cpt,VERB,3
aamiin,X,3
ines,PROPN,3
yonet,PROPN,3
yh,X,3
yh,NOUN,3
zain,NOUN,3
account,X,2
acha,PROPN,2
achmad,PROPN,2
zonk,PROPN,2
zy,NOUN,2
pelan,NOUN,2
costomer,PROPN,2
pengin,X,2
adit,NOUN,2
imut,NOUN,2
ina,PROPN,2
indo,NOUN,2
adnan,X,2
adu,VERB,2
affan,PROPN,2
yes,NOUN,2
yes,PROPN,2
pda,X,2
pdhl,PROPN,2
creditcard,X,2
wkwkwkwk,X,2
wow,NOUN,2
ilang,X,2
ilegal,NOUN,2
iqbal,ADJ,2
iring,VERB,2
ian,PROPN,2
ica,NOUN,2
wita,PROPN,2
with,X,2
ida,NOUN,2
isyana,PROPN,2
ai,NOUN,2
aj,PROPN,2
home,X,2
homest,NOUN,2
homest,X,2
william,X,2
close,NOUN,2
pasang,NOUN,2
password,PROPN,2
patut,ADV,2
cocok,VERB,2
welcom,X,2
well,NOUN,2
wellcoming,NOUN,2
wellcoming,X,2
whatsap,NOUN,2
widi,X,2
ahh,INTJ,2
akibat,NOUN,2
perlu,VERB,2
curiga,NOUN,2
cust,PROPN,2
customers,X,2
akibat,SCONJ,2
jayadi,X,2
ajar,VERB,2
hihi,PROPN,2
walu,ADV,2
walupun,ADV,2
warning,PROPN,2
waw,PROPN,2
wawas,NOUN,2
we,PROPN,2
we,X,2
aji,X,2
cuy,X,2
cz,PROPN,2
ckp,PROPN,2
overall,PROPN,2
pakai,PROPN,2
